index,time_window,label,matched_eqs,total_eq
0,2006-04-01 02:18:54.599,1,"[{'lat': 18.589, 'long': 145.252, 'Time': Timestamp('2006-04-01 05:44:18'), 'mag': 5.4}, {'lat': 18.589, 'long': 145.252, 'Time': Timestamp('2006-04-01 05:44:18'), 'mag': 5.4}, {'lat': 18.589, 'long': 145.252, 'Time': Timestamp('2006-04-01 05:44:18'), 'mag': 5.4}, {'lat': -4.972, 'long': 152.445, 'Time': Timestamp('2006-04-02 05:23:31'), 'mag': 5.2}, {'lat': -4.972, 'long': 152.445, 'Time': Timestamp('2006-04-02 05:23:31'), 'mag': 5.2}, {'lat': -4.972, 'long': 152.445, 'Time': Timestamp('2006-04-02 05:23:31'), 'mag': 5.2}, {'lat': 22.868, 'long': 121.278, 'Time': Timestamp('2006-04-01 10:02:19'), 'mag': 6.1}, {'lat': 22.868, 'long': 121.278, 'Time': Timestamp('2006-04-01 10:02:19'), 'mag': 6.1}, {'lat': 3.782, 'long': 126.407, 'Time': Timestamp('2006-04-01 21:44:29'), 'mag': 5.6}, {'lat': -4.824, 'long': 126.553, 'Time': Timestamp('2006-04-01 21:16:09'), 'mag': 5.2}, {'lat': 3.782, 'long': 126.407, 'Time': Timestamp('2006-04-01 21:44:29'), 'mag': 5.6}, {'lat': -4.824, 'long': 126.553, 'Time': Timestamp('2006-04-01 21:16:09'), 'mag': 5.2}, {'lat': 3.782, 'long': 126.407, 'Time': Timestamp('2006-04-01 21:44:29'), 'mag': 5.6}, {'lat': -4.824, 'long': 126.553, 'Time': Timestamp('2006-04-01 21:16:09'), 'mag': 5.2}]",14
1,2006-04-01 07:14:22.693,0,[],0
2,2006-04-01 10:30:20.418,1,"[{'lat': 34.893, 'long': 3.807, 'Time': Timestamp('2006-04-02 06:44:31'), 'mag': 5.1}, {'lat': 37.59, 'long': 20.95, 'Time': Timestamp('2006-04-03 00:49:42'), 'mag': 5.0}, {'lat': 34.893, 'long': 3.807, 'Time': Timestamp('2006-04-02 06:44:31'), 'mag': 5.1}, {'lat': 34.893, 'long': 3.807, 'Time': Timestamp('2006-04-02 06:44:31'), 'mag': 5.1}]",4
3,2006-04-01 13:49:22.158,0,[],0
4,2006-04-01 17:06:20.304,0,[],0
5,2006-04-01 20:20:52.265,0,[],0
6,2006-04-01 23:34:52.318,1,"[{'lat': -15.158, 'long': -174.314, 'Time': Timestamp('2006-04-03 20:27:13'), 'mag': 5.0}, {'lat': -17.099, 'long': -176.933, 'Time': Timestamp('2006-04-03 16:04:31'), 'mag': 5.3}, {'lat': -15.158, 'long': -174.314, 'Time': Timestamp('2006-04-03 20:27:13'), 'mag': 5.0}, {'lat': -28.879, 'long': -177.332, 'Time': Timestamp('2006-04-03 01:28:00'), 'mag': 5.1}, {'lat': -29.214, 'long': -177.059, 'Time': Timestamp('2006-04-03 01:41:13'), 'mag': 5.3}, {'lat': -17.099, 'long': -176.933, 'Time': Timestamp('2006-04-03 16:04:31'), 'mag': 5.3}, {'lat': -15.158, 'long': -174.314, 'Time': Timestamp('2006-04-03 20:27:13'), 'mag': 5.0}, {'lat': -28.879, 'long': -177.332, 'Time': Timestamp('2006-04-03 01:28:00'), 'mag': 5.1}, {'lat': -29.214, 'long': -177.059, 'Time': Timestamp('2006-04-03 01:41:13'), 'mag': 5.3}, {'lat': -28.879, 'long': -177.332, 'Time': Timestamp('2006-04-03 01:28:00'), 'mag': 5.1}, {'lat': -29.214, 'long': -177.059, 'Time': Timestamp('2006-04-03 01:41:13'), 'mag': 5.3}, {'lat': -10.853, 'long': 165.934, 'Time': Timestamp('2006-04-03 19:12:47'), 'mag': 5.5}, {'lat': -4.972, 'long': 152.445, 'Time': Timestamp('2006-04-02 05:23:31'), 'mag': 5.2}, {'lat': -10.853, 'long': 165.934, 'Time': Timestamp('2006-04-03 19:12:47'), 'mag': 5.5}, {'lat': -10.853, 'long': 165.934, 'Time': Timestamp('2006-04-03 19:12:47'), 'mag': 5.5}]",15
7,2006-04-02 07:44:53.422,0,[],0
8,2006-04-02 11:01:22.148,1,"[{'lat': 37.59, 'long': 20.95, 'Time': Timestamp('2006-04-03 00:49:42'), 'mag': 5.0}, {'lat': 37.59, 'long': 20.95, 'Time': Timestamp('2006-04-03 00:49:42'), 'mag': 5.0}, {'lat': 37.59, 'long': 20.95, 'Time': Timestamp('2006-04-03 00:49:42'), 'mag': 5.0}, {'lat': -56.511, 'long': -26.979, 'Time': Timestamp('2006-04-04 01:43:35'), 'mag': 5.3}, {'lat': -56.511, 'long': -26.979, 'Time': Timestamp('2006-04-04 01:43:35'), 'mag': 5.3}]",5
9,2006-04-02 14:20:16.655,0,[],0
10,2006-04-02 17:36:52.144,1,"[{'lat': 18.716, 'long': -106.992, 'Time': Timestamp('2006-04-04 02:30:28'), 'mag': 6.0}, {'lat': 18.716, 'long': -106.992, 'Time': Timestamp('2006-04-04 02:30:28'), 'mag': 6.0}]",2
11,2006-04-02 20:51:20.859,0,[],0
12,2006-04-03 08:15:50.387,0,[],0
13,2006-04-03 11:32:50.005,1,"[{'lat': 37.64, 'long': 20.962, 'Time': Timestamp('2006-04-04 22:05:05'), 'mag': 5.5}, {'lat': 37.64, 'long': 20.962, 'Time': Timestamp('2006-04-04 22:05:05'), 'mag': 5.5}, {'lat': 37.64, 'long': 20.962, 'Time': Timestamp('2006-04-04 22:05:05'), 'mag': 5.5}, {'lat': -56.511, 'long': -26.979, 'Time': Timestamp('2006-04-04 01:43:35'), 'mag': 5.3}, {'lat': -56.511, 'long': -26.979, 'Time': Timestamp('2006-04-04 01:43:35'), 'mag': 5.3}]",5
14,2006-04-03 14:51:18.832,0,[],0
